2020-04-15 02:50:17.662471	https://www.encodeproject.org/report/?type=File&file_format=bigBed&assembly=GRCh38&assay_term_name=ChIP-seq&status=released&lab.title=ENCODE+Processing+Pipeline&output_type=replicated+peaks&output_type=optimal+IDR+thresholded+peaks&field=%40id&field=dataset&field=biological_replicates&field=biosample_ontology.term_name&field=target.label&field=cloud_metadata&field=biosample_ontology&limit=all
ID	Dataset	Biological replicates	Biosample name	Target label	Cloud metadata	Biosample ontology
/files/ENCFF213FQA/	/experiments/ENCSR055ZZY/	1,2	IMR-90	H3K9me3	{'md5sum_base64': '5Mbd7hQ7N3v9k9hHxKX/ww==', 'url': 'https://encode-public.s3.amazonaws.com/2017/03/26/8bec0d2f-4a62-4d0b-9a24-64b16c5b8e93/ENCFF213FQA.bigBed', 'file_size': 5072725}	/biosample-types/cell_line_EFO_0001196/
/files/ENCFF050GRI/	/experiments/ENCSR441SAT/	1,2	mesendoderm	H3K4me3	{'md5sum_base64': '6EXeobm2YCUfHftW4GskYg==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/28/0afa8098-eb14-46a4-a14a-0f901cb23342/ENCFF050GRI.bigBed', 'file_size': 1973780}	/biosample-types/in_vitro_differentiated_cells_NTR_0000856/
/files/ENCFF680EQH/	/experiments/ENCSR632DCH/	1,2	K562	ATF3	{'md5sum_base64': 'D6v/Ax0KL4UUEdki7W9UrA==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/31/d40481b4-6ca2-48f4-ba8e-a115be5b0a3d/ENCFF680EQH.bigBed', 'file_size': 1423588}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF917XNF/	/experiments/ENCSR732PJX/	1,2	GM12878	NKRF	{'md5sum_base64': 'AO3PD/keE+Xd7HlUITDKow==', 'url': 'https://encode-public.s3.amazonaws.com/2017/05/12/3ec642e5-de85-405a-b29d-e77e8e7c43f0/ENCFF917XNF.bigBed', 'file_size': 1006461}	/biosample-types/cell_line_EFO_0002784/
/files/ENCFF686TGS/	/experiments/ENCSR441UHO/	1,2	H1	H3K9ac	{'md5sum_base64': 'sBXbO57Tw1oRJtCyMLD1Gw==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/04/32f35b2c-8e9a-4284-a3bc-34718f2975fa/ENCFF686TGS.bigBed', 'file_size': 2106700}	/biosample-types/cell_line_EFO_0003042/
/files/ENCFF042MQJ/	/experiments/ENCSR000AMW/	1,2	fibroblast of lung	H3K4me3	{'md5sum_base64': 'zjS0FTdwRVOfJi10bHppPQ==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/07/16026779-a200-4094-96d4-8c46ef3137e4/ENCFF042MQJ.bigBed', 'file_size': 1817714}	/biosample-types/primary_cell_CL_0002553/
/files/ENCFF856EUL/	/experiments/ENCSR000AVJ/	1,2	B cell	H4K20me1	{'md5sum_base64': 'gKEDFX+Ge2KhyuiPNWAgIA==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/10/a10df27c-a0bc-43ea-b510-34f946bf2222/ENCFF856EUL.bigBed', 'file_size': 2750537}	/biosample-types/primary_cell_CL_0000236/
/files/ENCFF654KQL/	/experiments/ENCSR988ZSI/	1,2	HepG2	RERE	{'md5sum_base64': 'P3v+yIZIdPcCWX3KDStvog==', 'url': 'https://encode-public.s3.amazonaws.com/2016/11/07/2134bd79-d0a0-45f7-9409-8ec61519577d/ENCFF654KQL.bigBed', 'file_size': 436930}	/biosample-types/cell_line_EFO_0001187/
/files/ENCFF855UBH/	/experiments/ENCSR815DXY/	1,2	trophoblast cell	H3K9ac	{'md5sum_base64': '/paQ/KfMCAEOtl7yVor9Qg==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/22/9044417e-a5de-4c2c-9b9a-f28a5e0cb825/ENCFF855UBH.bigBed', 'file_size': 2521836}	/biosample-types/in_vitro_differentiated_cells_CL_0000351/
/files/ENCFF029FMQ/	/experiments/ENCSR039ZLS/	1,2	IMR-90	H3K4ac	{'md5sum_base64': 'Qr3rnKhWHI4ujGFEZwuxjw==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/19/eb4c3a88-5d4e-4335-9d63-307bc10d05a4/ENCFF029FMQ.bigBed', 'file_size': 9195391}	/biosample-types/cell_line_EFO_0001196/
/files/ENCFF609NMG/	/experiments/ENCSR145CXH/	1,2	HepG2	TARDBP	{'md5sum_base64': '5pD69NtzlqFdgAXuHxE4Hw==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/10/b8d67966-29f9-405d-8c8c-361921037397/ENCFF609NMG.bigBed', 'file_size': 293651}	/biosample-types/cell_line_EFO_0001187/
/files/ENCFF753MLW/	/experiments/ENCSR283STF/	1,2	IMR-90	H3K14ac	{'md5sum_base64': 'ZB8miiR1jEHylQGV2odB9w==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/19/dfd5e573-789d-4b38-85c4-e7ee82ae7b0a/ENCFF753MLW.bigBed', 'file_size': 8602086}	/biosample-types/cell_line_EFO_0001196/
/files/ENCFF430QCE/	/experiments/ENCSR594AQO/	1,2	mesenchymal stem cell	H3K79me1	{'md5sum_base64': 'c6FBG9o9zBpeNnpEUV+VyQ==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/08/b4ccbd5a-ea6d-43d6-a658-c391b09a7da1/ENCFF430QCE.bigBed', 'file_size': 9938356}	/biosample-types/in_vitro_differentiated_cells_CL_0000134/
/files/ENCFF056BFN/	/experiments/ENCSR798IJO/	1,2	HepG2	NR2F6	{'md5sum_base64': 'Dh8WjvMjf9JSu5yT39xkEQ==', 'url': 'https://encode-public.s3.amazonaws.com/2016/11/07/6ef65158-fa0a-4955-8f1e-255d4b9b8821/ENCFF056BFN.bigBed', 'file_size': 1240030}	/biosample-types/cell_line_EFO_0001187/
/files/ENCFF798EGC/	/experiments/ENCSR501JET/	1,2	mesenchymal stem cell	H3K4me3	{'md5sum_base64': 'lpf+pvD9EEf+J2x5vQggbQ==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/08/dc7fcff7-5674-4b6c-9915-cc0c581d460b/ENCFF798EGC.bigBed', 'file_size': 2492598}	/biosample-types/in_vitro_differentiated_cells_CL_0000134/
/files/ENCFF423XRG/	/experiments/ENCSR464DKE/	1,2	Loucy	CTCF	{'md5sum_base64': 'Ic/fr57NK8YSp7IH9vxoMg==', 'url': 'https://encode-public.s3.amazonaws.com/2017/03/09/64e9339a-2c46-4200-884b-ecb4f3581778/ENCFF423XRG.bigBed', 'file_size': 2200676}	/biosample-types/cell_line_EFO_0007112/
/files/ENCFF952WWS/	/experiments/ENCSR211GNP/	1,2	HEK293	ZSCAN4	{'md5sum_base64': 'iVYNTySo3SKMRzgbSERQFA==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/15/22ad55d2-1cd3-4326-aaa0-a0c0a807aff5/ENCFF952WWS.bigBed', 'file_size': 1019243}	/biosample-types/cell_line_EFO_0001182/
/files/ENCFF706LER/	/experiments/ENCSR699PVC/	1,2	K562	CBFA2T2	{'md5sum_base64': 's4JVxoOrmcVjXMOm/hLxEw==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/23/87896cb1-5c74-4b1e-ab1b-49f8f3b6148f/ENCFF706LER.bigBed', 'file_size': 1235291}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF521NPG/	/experiments/ENCSR795IYP/	1,2	K562	JUNB	{'md5sum_base64': 'i9mMMLLSMjaGm92xAd06LA==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/28/c6670186-45f9-4c38-a5b7-6df1bceb2c4c/ENCFF521NPG.bigBed', 'file_size': 238627}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF603DFR/	/experiments/ENCSR697YLJ/	1,2	K562	CBFA2T3	{'md5sum_base64': 'v7ho62COpBep0UF8zFKcWg==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/23/7aa84a49-0ae3-4bad-ae8d-4846daf3743b/ENCFF603DFR.bigBed', 'file_size': 1795847}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF462MYY/	/experiments/ENCSR546KCN/	2,3	MCF-7	FOSL2	{'md5sum_base64': 'g8M33bSFvZ9VSQsFqYHTyw==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/28/94d0175d-96c4-4fa7-a997-3e0c3d5d9314/ENCFF462MYY.bigBed', 'file_size': 561578}	/biosample-types/cell_line_EFO_0001203/
/files/ENCFF432VHZ/	/experiments/ENCSR875PEI/	1,3	MCF-7	TRIM22	{'md5sum_base64': '7H5lHT4/NMBqFRdHl+bb6A==', 'url': 'https://encode-public.s3.amazonaws.com/2017/11/11/6c915843-51bd-4584-8e0e-7d0da7800c25/ENCFF432VHZ.bigBed', 'file_size': 899044}	/biosample-types/cell_line_EFO_0001203/
/files/ENCFF379XNG/	/experiments/ENCSR024CNP/	1,2	K562	EGR1	{'md5sum_base64': 'InGq5QoFyNqIlopVVgvlnw==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/23/9d648767-5408-4905-a50c-3395898f7e3c/ENCFF379XNG.bigBed', 'file_size': 1243941}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF442TDC/	/experiments/ENCSR295GRB/	1,2	HEK293	ZNF213	{'md5sum_base64': 'IZO96imLSvxAlQIGxpp7fQ==', 'url': 'https://encode-public.s3.amazonaws.com/2017/11/27/3ad73b1c-8a91-4e86-a158-b632c279af12/ENCFF442TDC.bigBed', 'file_size': 529237}	/biosample-types/cell_line_EFO_0001182/
/files/ENCFF806DUZ/	/experiments/ENCSR427BBI/	1,2	MCF-7	MLLT1	{'md5sum_base64': 'q4a/dSa/uOWfE0WAHzhF7g==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/28/ee72fe7b-7099-4be9-9cbd-b69a8f18237e/ENCFF806DUZ.bigBed', 'file_size': 242470}	/biosample-types/cell_line_EFO_0001203/
/files/ENCFF887AMF/	/experiments/ENCSR108TYQ/	1,2	HepG2	GATAD1	{'md5sum_base64': 'esvmPe6RG/7j5tIL2L1bzQ==', 'url': 'https://encode-public.s3.amazonaws.com/2016/11/07/1348c453-9e74-4eab-bae3-dba9b1c2e78a/ENCFF887AMF.bigBed', 'file_size': 914928}	/biosample-types/cell_line_EFO_0001187/
/files/ENCFF487FUY/	/experiments/ENCSR070HWF/	1,2	HEK293	ZNF768	{'md5sum_base64': 'xq2amvrns2nrOsyOHcpjvg==', 'url': 'https://encode-public.s3.amazonaws.com/2017/12/08/ea977fd4-2f10-4cbf-acb2-da09745a4efe/ENCFF487FUY.bigBed', 'file_size': 302683}	/biosample-types/cell_line_EFO_0001182/
/files/ENCFF522HBC/	/experiments/ENCSR894SXR/	1,2	HepG2	TCF12	{'md5sum_base64': 'JwG7k06DxtDSiPx0q5qBIw==', 'url': 'https://encode-public.s3.amazonaws.com/2017/06/07/7bd54cd5-2c32-4969-8ddb-8ce8cd5e04b0/ENCFF522HBC.bigBed', 'file_size': 79860}	/biosample-types/cell_line_EFO_0001187/
/files/ENCFF543CRT/	/experiments/ENCSR552YGL/	1,2	K562	NFE2	{'md5sum_base64': 'RjcUA+eWgHHNBkBrbKQDQw==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/28/a513e1c5-b2bf-4d87-9cee-7252b6368ea6/ENCFF543CRT.bigBed', 'file_size': 1318202}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF373ILC/	/experiments/ENCSR631RJR/	1,2	H1	H3K4me1	{'md5sum_base64': 'Oqjc+pxHBjIzM5A4k2LG7Q==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/16/42585ed9-6fea-43f2-85e1-727ce3db9572/ENCFF373ILC.bigBed', 'file_size': 2737645}	/biosample-types/cell_line_EFO_0003042/
/files/ENCFF217ISJ/	/experiments/ENCSR000EWL/	1,2	K562	E2F4	{'md5sum_base64': 'Sg2JuyCAQdxaLXOOksF7Uw==', 'url': 'https://encode-public.s3.amazonaws.com/2016/12/06/e69f4a20-6d3f-44ae-b095-c71121d3af69/ENCFF217ISJ.bigBed', 'file_size': 370529}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF331LZR/	/experiments/ENCSR694LBI/	1,2	neural stem progenitor cell	H3K27me3	{'md5sum_base64': 'qCFZITvdTrBtwfr+4vaPLg==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/15/a828cfad-c051-4dad-962a-2d64efd14aa6/ENCFF331LZR.bigBed', 'file_size': 1994479}	/biosample-types/in_vitro_differentiated_cells_CL_0000047/
/files/ENCFF035BKC/	/experiments/ENCSR303GFI/	1,2	RWPE1	CTCF	{'md5sum_base64': 'wGQG4+thyD/BX7AXCUFqcg==', 'url': 'https://encode-public.s3.amazonaws.com/2017/07/21/4bd2f581-3c01-472c-869e-bc9c35c4452c/ENCFF035BKC.bigBed', 'file_size': 2053124}	/biosample-types/cell_line_EFO_0002323/
/files/ENCFF072QRZ/	/experiments/ENCSR934JDG/	1,2	MCF-7	CLOCK	{'md5sum_base64': 'ERKqH6GulxVcO8t5DCWAug==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/31/77b2f180-7cf6-42c3-80da-20ef2d3610c7/ENCFF072QRZ.bigBed', 'file_size': 682602}	/biosample-types/cell_line_EFO_0001203/
/files/ENCFF433SGF/	/experiments/ENCSR214WRA/	1,2	iPS-20b	H3K9me3	{'md5sum_base64': 'PBN+Men7ajQMv/Bcauwmaw==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/15/6fe2ddee-7500-4a88-ad3b-f2d6a26a4dde/ENCFF433SGF.bigBed', 'file_size': 4393249}	/biosample-types/cell_line_EFO_0007108/
/files/ENCFF100EHF/	/experiments/ENCSR627TNG/	1,2	DOHH2	H3K9me3	{'md5sum_base64': '67Bse+C+3CWg3tZSHbABwA==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/07/022cf86b-9261-4a97-8c7f-3474e63f973a/ENCFF100EHF.bigBed', 'file_size': 2086056}	/biosample-types/cell_line_EFO_0002167/
/files/ENCFF602PMH/	/experiments/ENCSR125DKL/	1,2	SU-DHL-6	CTCF	{'md5sum_base64': 'rlWDuMOjF7D3sxTmk9ovKQ==', 'url': 'https://encode-public.s3.amazonaws.com/2018/03/01/09720d55-0be9-42ad-a472-fdbc888d2b82/ENCFF602PMH.bigBed', 'file_size': 2804011}	/biosample-types/cell_line_EFO_0002357/
/files/ENCFF425NVH/	/experiments/ENCSR731OMG/	1,2	common myeloid progenitor, CD34-positive	H3K36me3	{'md5sum_base64': 'sQ2Z+dZppL/gFo0gbGO0FQ==', 'url': 'https://encode-public.s3.amazonaws.com/2018/02/01/2f15aea9-202d-40f2-a5d1-6036edb7f021/ENCFF425NVH.bigBed', 'file_size': 6207020}	/biosample-types/primary_cell_CL_0001059/
/files/ENCFF552IUC/	/experiments/ENCSR124DYB/	1,2	IMR-90	H2AFZ	{'md5sum_base64': 'Zzs4jWNT6Y0qZn5lKsdGkQ==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/19/0d74ee6c-7346-408b-b35e-efbc4662a612/ENCFF552IUC.bigBed', 'file_size': 7486859}	/biosample-types/cell_line_EFO_0001196/
/files/ENCFF516XAH/	/experiments/ENCSR265ARE/	1,2	VCaP	CTCF	{'md5sum_base64': 'eCPo6iljKNRO3fKw9kR8eg==', 'url': 'https://encode-public.s3.amazonaws.com/2018/02/14/b1c4d9b4-a4bf-45ba-a237-19a0479a34b2/ENCFF516XAH.bigBed', 'file_size': 3099714}	/biosample-types/cell_line_EFO_0007752/
/files/ENCFF564YVO/	/experiments/ENCSR325DER/	1,2	K562	NR3C1	{'md5sum_base64': 'J0qGbc9xUQzvV35BPV89UQ==', 'url': 'https://encode-public.s3.amazonaws.com/2017/03/02/40f01b96-d243-49c2-9d10-2c019e6b780b/ENCFF564YVO.bigBed', 'file_size': 149018}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF322VLP/	/experiments/ENCSR443YAS/	1,2	H1	H3K4me3	{'md5sum_base64': 'SnoQnNa9QfmrqEc+khOQOw==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/15/c26fc43e-ef54-4e38-baf7-8c63c4042750/ENCFF322VLP.bigBed', 'file_size': 2145459}	/biosample-types/cell_line_EFO_0003042/
/files/ENCFF573ZWL/	/experiments/ENCSR000FCD/	1,2	K562	SMAD5	{'md5sum_base64': 'BQEvPU8Ou+JK8YnzB4caLA==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/28/b3172894-9e80-45ac-a7fd-2ca6e37bc8a8/ENCFF573ZWL.bigBed', 'file_size': 966144}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF925XCZ/	/experiments/ENCSR168SMX/	1,2	liver	NR2F2	{'md5sum_base64': 'SbKVqG02jJzPMUFOXKs2Vg==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/27/aae99ec6-3278-4ba8-ba37-9233bc361d0d/ENCFF925XCZ.bigBed', 'file_size': 1311940}	/biosample-types/tissue_UBERON_0002107/
/files/ENCFF251BMM/	/experiments/ENCSR396SKI/	1,2	HEK293	ZNF331	{'md5sum_base64': 'l/Igu5AFZoxGYDB0Up2+Hw==', 'url': 'https://encode-public.s3.amazonaws.com/2017/11/27/1e2f4811-6794-4734-9376-2cf6d3148efd/ENCFF251BMM.bigBed', 'file_size': 74815}	/biosample-types/cell_line_EFO_0001182/
/files/ENCFF601VMS/	/experiments/ENCSR371LLY/	2,3	HEK293	ZNF37A	{'md5sum_base64': 'ePmec/hM1DcIRn+78VG7gw==', 'url': 'https://encode-public.s3.amazonaws.com/2018/04/18/42cd74da-a1b8-43e9-8abf-ecd9a7ec7523/ENCFF601VMS.bigBed', 'file_size': 143645}	/biosample-types/cell_line_EFO_0001182/
/files/ENCFF499LWI/	/experiments/ENCSR505NMN/	1,2	MCF-7	E2F4	{'md5sum_base64': 'cWc7Kyx/xKIZRbzZMCovMQ==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/28/cff2c525-79ac-4509-a310-a356d4fb991c/ENCFF499LWI.bigBed', 'file_size': 104611}	/biosample-types/cell_line_EFO_0001203/
/files/ENCFF231KUA/	/experiments/ENCSR440VKE/	1,2	K562	ADNP	{'md5sum_base64': 'AnnIyBwzcOgCgy8G4Z0S6g==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/28/287e54ac-3827-458c-b4d7-1354934b33ec/ENCFF231KUA.bigBed', 'file_size': 984869}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF046JMI/	/experiments/ENCSR959RHF/	1,2	mesodermal cell	H3K4me3	{'md5sum_base64': 'FDM7XCD/c0ZvPnyFFj78og==', 'url': 'https://encode-public.s3.amazonaws.com/2018/01/30/a72a7b37-0506-419c-8404-83513f6f9137/ENCFF046JMI.bigBed', 'file_size': 1490564}	/biosample-types/in_vitro_differentiated_cells_CL_0000222/
/files/ENCFF204UYO/	/experiments/ENCSR288IJC/	1,2	MCF-7	MAZ	{'md5sum_base64': 'p26S+CSszDEhgbupoUt0Qg==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/28/30f403a8-0dca-42f8-a3eb-3ae23e9d8507/ENCFF204UYO.bigBed', 'file_size': 765726}	/biosample-types/cell_line_EFO_0001203/
/files/ENCFF656MNI/	/experiments/ENCSR382PVA/	1,2	HepG2	GTF2F1	{'md5sum_base64': '12OwKzuL7YKkKvl+joV2Kg==', 'url': 'https://encode-public.s3.amazonaws.com/2017/02/11/c8e316c5-dfce-4056-b67c-ec39f3568711/ENCFF656MNI.bigBed', 'file_size': 314349}	/biosample-types/cell_line_EFO_0001187/
/files/ENCFF258AQQ/	/experiments/ENCSR000BSA/	1,2	HCT116	JUND	{'md5sum_base64': 'TTft9j1W5WXE7mm2TotrlA==', 'url': 'https://encode-public.s3.amazonaws.com/2016/12/10/78ea1727-557d-4222-a850-68352d29aaf6/ENCFF258AQQ.bigBed', 'file_size': 913404}	/biosample-types/cell_line_EFO_0002824/
/files/ENCFF740ROK/	/experiments/ENCSR442DGE/	1,3	H1	H3K79me1	{'md5sum_base64': 'QTfgCN7j7xuh7aDWlcI5IA==', 'url': 'https://encode-public.s3.amazonaws.com/2017/03/26/2efc335a-23fc-4468-9c7e-4b29d66c001b/ENCFF740ROK.bigBed', 'file_size': 2469923}	/biosample-types/cell_line_EFO_0003042/
/files/ENCFF846SVG/	/experiments/ENCSR000FCE/	1,2	K562	ETV6	{'md5sum_base64': 'jVuikT/MZ/rfiaFiNIuXjw==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/28/f3e46e05-5736-4e45-8eb6-fda48c8a21c4/ENCFF846SVG.bigBed', 'file_size': 278512}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF056XZZ/	/experiments/ENCSR734ESI/	1,3	common myeloid progenitor, CD34-positive	H3K9me3	{'md5sum_base64': 'op5VYVLzepHdd4r9LEFGgg==', 'url': 'https://encode-public.s3.amazonaws.com/2018/02/01/e87c3a73-a273-42cc-88d1-d9775c3ea00f/ENCFF056XZZ.bigBed', 'file_size': 4737102}	/biosample-types/primary_cell_CL_0001059/
/files/ENCFF249KVU/	/experiments/ENCSR290ZOS/	1,2	liver	EGR1	{'md5sum_base64': 'iipfcGHKoCHyxtNejwdr6Q==', 'url': 'https://encode-public.s3.amazonaws.com/2017/01/26/1f6a8ae4-a5da-47a2-8808-d45549068860/ENCFF249KVU.bigBed', 'file_size': 332222}	/biosample-types/tissue_UBERON_0002107/
/files/ENCFF881NLG/	/experiments/ENCSR189YMA/	3,4	K562	VEZF1	{'md5sum_base64': 'ZlJHhQNDvq6wkhq8yCEzKg==', 'url': 'https://encode-public.s3.amazonaws.com/2017/08/29/a2b36b3b-fde1-447b-80fa-42bd2d36b4a3/ENCFF881NLG.bigBed', 'file_size': 1696282}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF757KVL/	/experiments/ENCSR897ZXU/	1,2	MCF-7	E2F8	{'md5sum_base64': '5DuiTr2X5UNWV8R2YIEfaw==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/28/b073f2e2-4d09-4418-ac04-738e5c23513f/ENCFF757KVL.bigBed', 'file_size': 145173}	/biosample-types/cell_line_EFO_0001203/
/files/ENCFF383TCZ/	/experiments/ENCSR731AGO/	1,2	HEK293	ZSCAN5C	{'md5sum_base64': 'LJghR3jUSHb75HN8KRblwQ==', 'url': 'https://encode-public.s3.amazonaws.com/2017/03/06/a82b3653-1e26-4abb-b033-b2c34cca4ed9/ENCFF383TCZ.bigBed', 'file_size': 636669}	/biosample-types/cell_line_EFO_0001182/
/files/ENCFF547GCB/	/experiments/ENCSR105URN/	1,2	spleen	H3K9me3	{'md5sum_base64': 'BUBabrPFXE9VnC9Dv9B/Ow==', 'url': 'https://encode-public.s3.amazonaws.com/2019/09/07/66ff378d-7c98-472c-b5d6-96bfdae71570/ENCFF547GCB.bigBed', 'file_size': 7953108}	/biosample-types/tissue_UBERON_0002106/
/files/ENCFF503VLF/	/experiments/ENCSR000EVU/	1,2	endothelial cell of umbilical vein	FOS	{'md5sum_base64': '7bbYdAAAU1SVyMIjG+N73A==', 'url': 'https://encode-public.s3.amazonaws.com/2017/03/01/2af1420e-3bc2-4b80-8172-a016c66edb99/ENCFF503VLF.bigBed', 'file_size': 1517251}	/biosample-types/primary_cell_CL_0002618/
/files/ENCFF062JBF/	/experiments/ENCSR608WPS/	1,2	transverse colon	CTCF	{'md5sum_base64': 'xg4uKVZBmZImGMreepT6og==', 'url': 'https://encode-public.s3.amazonaws.com/2019/09/07/7ff6487c-ed24-4def-b13e-2adfd11f4a71/ENCFF062JBF.bigBed', 'file_size': 1102519}	/biosample-types/tissue_UBERON_0001157/
/files/ENCFF143TTP/	/experiments/ENCSR402XII/	1,2	K562	CSDE1	{'md5sum_base64': 'zPIpV/16tDZNynlKmgOzUw==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/31/faeff23a-1c22-475a-bc4b-1b40b00d31a4/ENCFF143TTP.bigBed', 'file_size': 261682}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF459ANZ/	/experiments/ENCSR857XRG/	1,2	adrenal gland	H3K36me3	{'md5sum_base64': 'jLPT1wBTmiPA7Em9MA5REQ==', 'url': 'https://encode-public.s3.amazonaws.com/2017/01/06/7f5385cf-82eb-4c14-b92c-5717b8d94a2c/ENCFF459ANZ.bigBed', 'file_size': 1048469}	/biosample-types/tissue_UBERON_0002369/
/files/ENCFF505LAY/	/experiments/ENCSR516VQK/	1,2	HEK293	ZNF174	{'md5sum_base64': '8kqc2wQdKTk8sh/54UWjaQ==', 'url': 'https://encode-public.s3.amazonaws.com/2017/03/06/f2b4781c-75ce-4001-bfaf-f1e080e18bf2/ENCFF505LAY.bigBed', 'file_size': 108952}	/biosample-types/cell_line_EFO_0001182/
/files/ENCFF655IGV/	/experiments/ENCSR859FGW/	1,2	DOHH2	H2AFZ	{'md5sum_base64': 'OlLhnyF2fEJdVHL407ozZA==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/07/a3961f04-7486-4120-b192-23b2974794c8/ENCFF655IGV.bigBed', 'file_size': 4342087}	/biosample-types/cell_line_EFO_0002167/
/files/ENCFF654MLB/	/experiments/ENCSR485ZKB/	1,2	UCSF-4	H3K27me3	{'md5sum_base64': 'jkj7mcTpGpRrIqPoorqRsQ==', 'url': 'https://encode-public.s3.amazonaws.com/2017/11/28/b5da652b-d01d-4273-b8b9-709cdefd6c52/ENCFF654MLB.bigBed', 'file_size': 2480570}	/biosample-types/cell_line_EFO_0007116/
/files/ENCFF611QYH/	/experiments/ENCSR501NSC/	1,2	HEK293	ZSCAN26	{'md5sum_base64': 'ycXlgccuFodxDAKtrgMbPQ==', 'url': 'https://encode-public.s3.amazonaws.com/2017/03/06/70360d3e-bd42-44a7-833c-ee302ea1ff2d/ENCFF611QYH.bigBed', 'file_size': 134507}	/biosample-types/cell_line_EFO_0001182/
/files/ENCFF167PTY/	/experiments/ENCSR672HBY/	1,2	smooth muscle cell	H3F3A	{'md5sum_base64': 'EJTCrreeukNmgC7SIxqRng==', 'url': 'https://encode-public.s3.amazonaws.com/2017/01/11/e7e27404-7a66-4776-a92a-2e3146fd63fd/ENCFF167PTY.bigBed', 'file_size': 4035760}	/biosample-types/in_vitro_differentiated_cells_CL_0000192/
/files/ENCFF901UYM/	/experiments/ENCSR000EHA/	1,2	K562	TBP	{'md5sum_base64': 'vmDDWxgmxi4Ypkcn2EsFsA==', 'url': 'https://encode-public.s3.amazonaws.com/2017/07/14/8fec917c-3fa5-4f95-bde3-5ee901a872ac/ENCFF901UYM.bigBed', 'file_size': 854371}	/biosample-types/cell_line_EFO_0002067/
/files/ENCFF202CTX/	/experiments/ENCSR000DZU/	1,2	GM12878	USF2	{'md5sum_base64': 'svZxCbd9pG39Qfujs1ngVw==', 'url': 'https://encode-public.s3.amazonaws.com/2017/07/14/07908c22-8b2f-4def-bf82-1adf71dfad70/ENCFF202CTX.bigBed', 'file_size': 324566}	/biosample-types/cell_line_EFO_0002784/
/files/ENCFF993EVD/	/experiments/ENCSR212YKD/	1,2	GM12878	SKIL	{'md5sum_base64': 'pWk+f4PtZ+j/vlhN/Cgs1g==', 'url': 'https://encode-public.s3.amazonaws.com/2016/10/31/f624bfc7-d747-46cc-9f02-bd94c1692a88/ENCFF993EVD.bigBed', 'file_size': 895238}	/biosample-types/cell_line_EFO_0002784/
/files/ENCFF878KAN/	/experiments/ENCSR841AJO/	1,2	prostate gland	H3K27ac	{'md5sum_base64': 'CaCRbfMoynWyGA03+WcsGg==', 'url': 'https://encode-public.s3.amazonaws.com/2019/09/03/d674fa89-cebc-41ab-8b1a-02e2fdd2bfde/ENCFF878KAN.bigBed', 'file_size': 2931098}	/biosample-types/tissue_UBERON_0002367/
